Transaction_ID,Date,Department,Vendor_Name,Employee_ID,Amount_INR,Payment_Method,Invoice_Number,Approval_Status,Risk_Category,Audit_Flag,Location,Expense_Type,Duplicate_Transaction,Late_Payment,Outside_Business_Hours
TXN00707,2024-08-05 21:32:00,HR,Emami Ltd,EMP1255,259930.69,UPI,INV658271,Approved,Low,No,Mumbai,Software,No,No,Yes
TXN00666,2024-12-14 04:16:00,HR,Johnson Controls,EMP1297,476130.23,Cheque,INV112936,Approved,Low,No,Kolkata,Miscellaneous,No,No,Yes
TXN00818,2024-05-28 07:33:00,Finance,ITC Ltd,EMP1075,31267.17,Bank Transfer,INV379947,Pending,High,Yes,Hyderabad,Salary,Yes,No,Yes
TXN00843,2024-08-01 08:19:00,Finance,Emami Ltd,EMP1227,317535.63,Credit Card,INV720148,Approved,High,Yes,Ahmedabad,Travel,Yes,Yes,Yes
TXN00721,2024-12-04 23:20:00,HR,Aurobindo Pharma,EMP1242,143678.88,Credit Card,INV551839,Approved,High,Yes,Pune,Equipment,No,No,Yes
TXN00226,2024-01-19 17:51:00,Procurement,Sun Pharma,EMP1165,127890.28,Cheque,INV435476,Approved,Low,No,Mumbai,Salary,No,No,No
TXN00767,2024-06-11 00:09:00,Procurement,SBI,EMP1256,432829.17,Bank Transfer,INV806682,Approved,Low,Yes,Ahmedabad,Infrastructure,No,No,Yes
TXN00490,2024-05-13 11:11:00,HR,ABB India,EMP1363,22171.1,Bank Transfer,INV460549,Approved,Low,No,Hyderabad,Travel,No,No,No
TXN00258,2024-08-17 05:10:00,HR,L&T Construction,EMP1065,26124.57,Bank Transfer,INV816308,Approved,High,Yes,Bangalore,Infrastructure,No,No,Yes
TXN00288,2024-10-29 15:51:00,IT,Dabur India,EMP1093,307604.96,Credit Card,INV741055,Approved,Medium,No,Bangalore,Miscellaneous,No,No,No
TXN00567,2024-12-31 13:26:00,Procurement,3M India,EMP1306,366883.88,UPI,INV138815,Approved,Low,No,Ahmedabad,Salary,No,No,No
TXN00141,2024-05-15 23:23:00,Procurement,Godrej Industries,EMP1024,203287.9,Credit Card,INV304110,Approved,Low,No,Ahmedabad,Infrastructure,No,No,Yes
TXN00680,2024-09-08 02:50:00,Sales,Sun Pharma,EMP1478,290106.18,Cheque,INV167808,Approved,Low,No,Kolkata,Software,No,No,Yes
TXN00738,2024-02-27 15:10:00,Finance,Sun Pharma,EMP1053,478450.91,Bank Transfer,INV179995,Approved,Low,No,Delhi,Travel,No,No,No
TXN00273,2024-03-28 21:56:00,IT,Mahindra & Mahindra,EMP1151,53313.52,Bank Transfer,INV371216,Approved,Low,No,Pune,Software,No,No,Yes
TXN00966,2024-04-20 02:11:00,IT,HDFC Bank,EMP1065,647663.36,UPI,INV776153,Pending,High,Yes,Pune,Consulting,No,Yes,Yes
TXN00626,2024-03-17 10:15:00,Finance,Eaton India,EMP1408,143636.29,Bank Transfer,INV632959,Rejected,Medium,Yes,Chennai,Software,No,No,Yes
TXN00803,2024-02-18 05:32:00,IT,3M India,EMP1140,379369.96,Cheque,INV519677,Approved,High,Yes,Ahmedabad,Consulting,Yes,No,Yes
TXN00933,2024-01-14 11:13:00,Sales,Honeywell Automation,EMP1219,1138320.71,UPI,INV232307,Pending,High,Yes,Hyderabad,Travel,No,Yes,No
TXN00526,2024-02-04 18:51:00,IT,Emami Ltd,EMP1219,108820.88,Credit Card,INV783185,Pending,Low,No,Pune,Salary,No,No,Yes
TXN00837,2024-04-09 12:40:00,IT,Johnson Controls,EMP1163,475269.61,Cheque,INV742412,Pending,High,Yes,Ahmedabad,Salary,Yes,No,Yes
TXN00452,2024-12-19 05:20:00,IT,Infosys Ltd,EMP1345,9195.7,Bank Transfer,INV531225,Approved,Low,No,Chennai,Software,No,No,Yes
TXN00453,2024-04-08 01:01:00,IT,Reliance Industries,EMP1030,469560.21,Credit Card,INV976042,Approved,Low,Yes,Delhi,Travel,No,No,Yes
TXN00793,2024-04-24 01:52:00,Finance,Axis Bank,EMP1054,496802.48,Cheque,INV859434,Approved,Low,No,Pune,Infrastructure,No,No,Yes
TXN00324,2024-01-06 21:15:00,IT,Tata Motors,EMP1388,259497.66,Bank Transfer,INV287847,Approved,Low,No,Bangalore,Software,No,No,Yes
TXN00253,2024-10-03 08:42:00,Sales,Asian Paints,EMP1122,52478.38,Bank Transfer,INV676363,Pending,Low,No,Kolkata,Travel,No,No,Yes
TXN00868,2024-07-25 21:00:00,Procurement,Bosch India,EMP1236,8293985.29,Bank Transfer,INV383298,Pending,High,Yes,Delhi,Equipment,No,Yes,Yes
TXN00308,2024-06-11 16:14:00,HR,Bosch India,EMP1035,394197.83,Bank Transfer,INV669460,Approved,Low,No,Chennai,Software,No,No,No
TXN00209,2024-08-19 02:40:00,Finance,HUL,EMP1264,376152.18,Credit Card,INV486999,Approved,Low,No,Delhi,Software,No,No,Yes
TXN00129,2024-12-26 14:13:00,IT,Aurobindo Pharma,EMP1356,458657.06,Bank Transfer,INV228594,Approved,Low,No,Ahmedabad,Travel,No,No,No
TXN00001,2024-11-23 03:01:00,Sales,Dr Reddy Labs,EMP1115,74071.27,Bank Transfer,INV876646,Pending,Low,No,Mumbai,Travel,No,No,Yes
TXN00717,2024-05-06 19:09:00,IT,Mahindra & Mahindra,EMP1128,144163.72,Bank Transfer,INV376331,Rejected,Low,Yes,Kolkata,Salary,No,No,Yes
TXN00955,2024-08-30 22:46:00,HR,HCL Tech,EMP1393,420063.31,Bank Transfer,INV426584,Pending,High,Yes,Bangalore,Travel,No,Yes,Yes
TXN00684,2024-03-16 19:18:00,HR,Wipro Technologies,EMP1307,163468.98,Bank Transfer,INV822049,Approved,High,Yes,Ahmedabad,Software,No,No,Yes
TXN00387,2024-11-30 19:59:00,Finance,Eaton India,EMP1399,317935.84,Bank Transfer,INV649855,Approved,Low,Yes,Chennai,Salary,No,Yes,Yes
TXN00561,2024-02-11 16:01:00,Finance,Marico Ltd,EMP1092,394157.66,Cheque,INV147457,Approved,Medium,No,Ahmedabad,Infrastructure,No,No,Yes
TXN00330,2024-01-21 18:09:00,Finance,Tata Motors,EMP1133,461611.2,Bank Transfer,INV525151,Approved,Low,Yes,Hyderabad,Travel,No,No,Yes
TXN00660,2024-11-21 06:17:00,Procurement,Reliance Industries,EMP1487,486414.82,Bank Transfer,INV275915,Approved,Low,No,Kolkata,Infrastructure,No,No,Yes
TXN00369,2024-12-31 07:24:00,Procurement,Dr Reddy Labs,EMP1378,497295.03,Bank Transfer,INV871041,Pending,Low,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00058,2024-05-27 22:18:00,Procurement,Tech Mahindra,EMP1352,120544.78,Bank Transfer,INV929683,Approved,Medium,No,Kolkata,Travel,No,No,Yes
TXN00815,2024-09-07 07:30:00,Procurement,ITC Ltd,EMP1085,32062.47,Bank Transfer,INV544828,Approved,High,Yes,Pune,Travel,Yes,No,Yes
TXN00659,2024-04-14 07:32:00,Finance,Britannia,EMP1372,236201.75,Bank Transfer,INV307131,Approved,Low,No,Hyderabad,Consulting,No,No,Yes
TXN00005,2024-05-22 14:40:00,Sales,Tata Motors,EMP1190,180859.0,Credit Card,INV835911,Rejected,Medium,Yes,Bangalore,Consulting,No,No,No
TXN00674,2024-02-21 00:29:00,Procurement,Axis Bank,EMP1014,302945.04,Cheque,INV393042,Rejected,Medium,Yes,Chennai,Equipment,No,No,Yes
TXN00942,2024-09-04 15:38:00,Procurement,Dr Reddy Labs,EMP1015,542755.82,UPI,INV325555,Pending,High,Yes,Kolkata,Travel,No,No,No
TXN00964,2024-06-28 01:35:00,Sales,Eaton India,EMP1008,745909.62,Bank Transfer,INV397992,Pending,High,Yes,Kolkata,Consulting,No,Yes,Yes
TXN00307,2024-01-21 04:59:00,Sales,Johnson Controls,EMP1027,387962.17,Credit Card,INV984096,Approved,Low,No,Pune,Travel,No,No,Yes
TXN00111,2024-03-11 04:04:00,Sales,HDFC Bank,EMP1260,386582.99,Cheque,INV652108,Approved,Low,No,Bangalore,Consulting,No,No,Yes
TXN00532,2024-02-16 12:53:00,HR,Dr Reddy Labs,EMP1058,287631.82,Bank Transfer,INV226502,Approved,Medium,No,Hyderabad,Miscellaneous,No,No,No
TXN00278,2024-09-28 06:01:00,Finance,Eaton India,EMP1376,128167.45,Credit Card,INV461076,Approved,Low,No,Hyderabad,Salary,No,Yes,Yes
TXN00919,2024-06-11 08:12:00,IT,Aurobindo Pharma,EMP1467,479439.14,Bank Transfer,INV937818,Pending,High,Yes,Pune,Salary,No,No,No
TXN00102,2024-03-27 02:32:00,Finance,Bosch India,EMP1262,100982.33,Credit Card,INV468154,Approved,Medium,No,Chennai,Travel,No,No,Yes
TXN00244,2024-04-29 19:14:00,Finance,Bosch India,EMP1245,5338.33,Cheque,INV311250,Pending,Low,No,Pune,Travel,No,Yes,Yes
TXN00043,2024-08-20 10:21:00,Procurement,Biocon,EMP1386,475846.04,Bank Transfer,INV975467,Approved,Low,No,Pune,Salary,No,No,No
TXN00541,2024-03-09 08:11:00,IT,Berger Paints,EMP1410,144489.68,Bank Transfer,INV485456,Approved,Medium,No,Chennai,Travel,No,No,Yes
TXN00060,2024-12-24 12:17:00,IT,Siemens India,EMP1253,221690.64,Credit Card,INV553014,Approved,Medium,Yes,Chennai,Software,No,No,No
TXN00771,2024-12-18 21:27:00,Sales,Schneider Electric,EMP1481,462942.12,Cheque,INV191876,Pending,Low,No,Kolkata,Travel,No,No,Yes
TXN00780,2024-05-14 05:05:00,Finance,Jyothy Labs,EMP1433,183891.67,Cheque,INV509783,Approved,Medium,No,Ahmedabad,Software,No,Yes,Yes
TXN00890,2024-03-21 09:04:00,IT,Honeywell Automation,EMP1124,8398964.12,Cheque,INV624337,Approved,High,Yes,Mumbai,Consulting,No,Yes,Yes
TXN00325,2024-07-02 01:14:00,Procurement,Sun Pharma,EMP1033,135856.77,Bank Transfer,INV801062,Approved,High,Yes,Pune,Miscellaneous,No,No,Yes
TXN00770,2024-06-29 17:27:00,IT,Pidilite Industries,EMP1059,463542.69,Bank Transfer,INV491246,Approved,Low,No,Kolkata,Equipment,No,No,Yes
TXN00542,2024-10-12 20:39:00,HR,Reliance Industries,EMP1499,233900.32,Bank Transfer,INV993209,Approved,Low,No,Hyderabad,Salary,No,No,Yes
TXN00275,2024-09-13 03:55:00,Procurement,Bosch India,EMP1153,209488.09,Cheque,INV258102,Approved,Low,No,Ahmedabad,Salary,No,No,Yes
TXN00454,2024-03-07 12:42:00,IT,Mahindra & Mahindra,EMP1459,59868.32,Bank Transfer,INV408877,Approved,High,Yes,Ahmedabad,Equipment,No,No,No
TXN00238,2024-04-05 08:17:00,Procurement,SBI,EMP1018,308982.76,Credit Card,INV778720,Approved,Low,No,Mumbai,Travel,No,No,Yes
TXN00245,2024-10-27 22:58:00,HR,ICICI Bank,EMP1434,265515.96,Bank Transfer,INV176054,Approved,High,Yes,Kolkata,Consulting,No,No,Yes
TXN00298,2024-10-26 15:59:00,IT,Mahindra & Mahindra,EMP1355,291384.42,Credit Card,INV234618,Approved,Medium,No,Pune,Consulting,No,No,Yes
TXN00390,2024-08-08 10:43:00,IT,Reliance Industries,EMP1058,337515.04,Bank Transfer,INV465227,Approved,Low,No,Hyderabad,Salary,No,No,No
TXN00935,2024-04-23 23:04:00,Sales,Tata Motors,EMP1260,602705.17,Cheque,INV761257,Pending,High,Yes,Delhi,Software,No,No,No
TXN00924,2024-03-05 01:53:00,Procurement,TCS,EMP1354,375363.11,Cash,INV238808,Pending,High,Yes,Kolkata,Miscellaneous,No,No,No
TXN00657,2024-06-18 10:15:00,HR,Siemens India,EMP1028,453782.87,Credit Card,INV360401,Pending,Medium,No,Kolkata,Consulting,No,No,No
TXN00574,2024-11-08 03:52:00,IT,Wipro Technologies,EMP1260,57178.49,Credit Card,INV315363,Rejected,Low,Yes,Hyderabad,Software,No,No,Yes
TXN00632,2024-10-06 06:21:00,HR,Pidilite Industries,EMP1129,154844.21,Cheque,INV816742,Pending,Low,No,Bangalore,Infrastructure,No,No,Yes
TXN00755,2024-09-13 16:46:00,IT,Bosch India,EMP1477,385474.93,Bank Transfer,INV237570,Approved,Low,No,Kolkata,Travel,No,No,No
TXN00576,2024-08-30 10:18:00,IT,Tata Motors,EMP1044,136677.74,Credit Card,INV535168,Approved,Medium,No,Kolkata,Infrastructure,No,No,No
TXN00068,2024-10-02 15:22:00,Sales,ABB India,EMP1391,273997.88,Bank Transfer,INV437408,Pending,High,Yes,Chennai,Consulting,No,No,No
TXN00033,2024-07-13 21:47:00,HR,Schneider Electric,EMP1292,153970.19,Bank Transfer,INV100425,Approved,Low,No,Pune,Miscellaneous,No,No,Yes
TXN00569,2024-01-11 05:18:00,HR,Emami Ltd,EMP1177,221864.79,Bank Transfer,INV716204,Rejected,Low,Yes,Ahmedabad,Salary,No,No,Yes
TXN00098,2024-12-13 21:37:00,Procurement,Bosch India,EMP1342,157667.6,Bank Transfer,INV728437,Approved,Low,No,Bangalore,Infrastructure,No,No,Yes
TXN00381,2024-11-22 18:22:00,Procurement,Britannia,EMP1453,56530.69,Credit Card,INV676680,Approved,Low,No,Ahmedabad,Equipment,No,No,Yes
TXN00804,2024-12-24 19:30:00,IT,Biocon,EMP1211,463649.4,Credit Card,INV135087,Rejected,High,Yes,Pune,Travel,Yes,No,Yes
TXN00486,2024-01-12 09:26:00,IT,Axis Bank,EMP1243,176616.62,Bank Transfer,INV776000,Approved,Low,Yes,Chennai,Infrastructure,No,No,No
TXN00283,2024-03-01 09:07:00,Finance,Jyothy Labs,EMP1102,306455.9,Credit Card,INV971889,Approved,Low,No,Hyderabad,Salary,No,Yes,No
TXN00137,2024-04-14 10:38:00,HR,Berger Paints,EMP1442,360589.63,Credit Card,INV462147,Rejected,Low,Yes,Pune,Consulting,No,No,Yes
TXN00494,2024-12-12 21:05:00,IT,HUL,EMP1100,247780.35,Credit Card,INV636405,Rejected,High,Yes,Pune,Miscellaneous,No,No,Yes
TXN00021,2024-11-13 02:26:00,IT,Honeywell Automation,EMP1268,161603.07,Bank Transfer,INV802258,Approved,Low,No,Hyderabad,Miscellaneous,No,No,Yes
TXN00091,2024-04-26 13:21:00,Procurement,HUL,EMP1213,366158.19,Bank Transfer,INV427704,Approved,Low,No,Ahmedabad,Travel,No,No,No
TXN00850,2024-12-16 04:29:00,HR,L&T Construction,EMP1116,20953.63,Credit Card,INV115743,Rejected,High,Yes,Chennai,Software,Yes,No,Yes
TXN00368,2024-06-18 02:53:00,HR,HCL Tech,EMP1137,388948.19,Bank Transfer,INV592984,Approved,Medium,No,Kolkata,Infrastructure,No,Yes,Yes
TXN00432,2024-06-15 14:31:00,Finance,Tech Mahindra,EMP1244,60879.09,Bank Transfer,INV986850,Approved,Medium,No,Bangalore,Consulting,No,No,Yes
TXN00550,2024-06-10 23:31:00,HR,ABB India,EMP1437,461812.14,Credit Card,INV561362,Approved,Low,No,Mumbai,Miscellaneous,No,No,Yes
TXN00437,2024-08-16 06:13:00,Sales,Asian Paints,EMP1292,398201.6,Credit Card,INV555844,Approved,High,Yes,Delhi,Consulting,No,Yes,Yes
TXN00334,2024-08-08 16:26:00,Sales,Wipro Technologies,EMP1358,267259.18,Bank Transfer,INV941272,Approved,Medium,No,Delhi,Miscellaneous,No,No,No
TXN00737,2024-07-31 04:00:00,HR,TCS,EMP1117,216432.04,Bank Transfer,INV787199,Approved,High,Yes,Kolkata,Software,No,No,Yes
TXN00648,2024-04-01 06:45:00,Finance,Siemens India,EMP1111,223818.78,Cash,INV765625,Pending,Medium,No,Delhi,Miscellaneous,No,No,Yes
TXN00733,2024-03-31 12:43:00,IT,L&T Construction,EMP1036,76043.57,Bank Transfer,INV577127,Rejected,High,Yes,Delhi,Software,No,No,Yes
TXN00443,2024-12-19 02:09:00,IT,Biocon,EMP1239,260890.03,Bank Transfer,INV739705,Approved,Low,No,Delhi,Software,No,No,Yes
TXN00530,2024-06-07 14:31:00,IT,Britannia,EMP1217,325226.42,Cash,INV267099,Approved,Low,No,Hyderabad,Software,No,No,No
TXN00126,2024-05-20 20:50:00,Finance,Tech Mahindra,EMP1344,320568.71,Bank Transfer,INV940010,Approved,Low,Yes,Ahmedabad,Travel,No,No,Yes
TXN00810,2024-08-07 10:01:00,Procurement,Godrej Industries,EMP1407,355674.72,Cheque,INV378727,Approved,High,Yes,Delhi,Salary,Yes,No,No
TXN00753,2024-07-19 23:22:00,HR,HDFC Bank,EMP1170,206606.85,Credit Card,INV205909,Approved,Medium,Yes,Kolkata,Miscellaneous,No,No,Yes
TXN00891,2024-12-23 03:37:00,Procurement,Cipla Ltd,EMP1335,2224835.22,Bank Transfer,INV373553,Approved,High,Yes,Mumbai,Salary,No,Yes,Yes
TXN00229,2024-01-13 07:34:00,Sales,Eaton India,EMP1430,348263.1,Cash,INV451291,Approved,Medium,No,Hyderabad,Travel,No,No,Yes
TXN00578,2024-02-05 02:21:00,Sales,HUL,EMP1396,86340.72,Bank Transfer,INV896070,Approved,High,Yes,Bangalore,Consulting,No,Yes,Yes
TXN00802,2024-05-27 23:00:00,Finance,Bosch India,EMP1463,75408.61,Cheque,INV573639,Approved,High,Yes,Bangalore,Miscellaneous,Yes,No,Yes
TXN00581,2024-06-03 02:02:00,IT,Pidilite Industries,EMP1200,363923.85,Credit Card,INV232126,Approved,Low,No,Hyderabad,Consulting,No,No,Yes
TXN00276,2024-04-02 02:31:00,Sales,Eaton India,EMP1091,160139.97,Bank Transfer,INV574012,Approved,Medium,No,Bangalore,Miscellaneous,No,No,Yes
TXN00671,2024-02-10 09:05:00,Procurement,ICICI Bank,EMP1142,36809.91,Cash,INV346184,Approved,Medium,Yes,Mumbai,Equipment,No,No,Yes
TXN00601,2024-12-14 12:22:00,HR,3M India,EMP1431,257612.57,Cash,INV875089,Approved,Low,Yes,Delhi,Infrastructure,No,No,Yes
TXN00789,2024-08-03 21:48:00,Procurement,Berger Paints,EMP1417,163460.1,Bank Transfer,INV941718,Approved,Low,No,Delhi,Travel,No,No,Yes
TXN00807,2024-02-05 05:11:00,Finance,HUL,EMP1252,41670.67,Credit Card,INV156213,Approved,High,Yes,Delhi,Salary,Yes,No,Yes
TXN00139,2024-03-22 10:59:00,IT,Berger Paints,EMP1098,382745.08,Bank Transfer,INV639728,Approved,Medium,No,Delhi,Miscellaneous,No,No,No
TXN00035,2024-04-11 04:01:00,Finance,Dr Reddy Labs,EMP1244,307580.62,Credit Card,INV577538,Approved,Medium,No,Kolkata,Miscellaneous,No,No,Yes
TXN00260,2024-03-16 18:37:00,IT,HDFC Bank,EMP1474,57289.24,Credit Card,INV923914,Approved,Low,No,Kolkata,Equipment,No,No,Yes
TXN00169,2024-06-02 22:09:00,Procurement,HCL Tech,EMP1288,209275.36,Bank Transfer,INV655736,Approved,Low,No,Delhi,Miscellaneous,No,No,Yes
TXN00820,2024-03-16 03:06:00,Finance,SBI,EMP1438,21053.89,Credit Card,INV732590,Approved,High,Yes,Mumbai,Travel,Yes,No,Yes
TXN00321,2024-07-02 09:31:00,IT,HDFC Bank,EMP1090,324548.04,Bank Transfer,INV394247,Pending,Low,No,Hyderabad,Software,No,No,No
TXN00621,2024-04-27 14:39:00,HR,Dr Reddy Labs,EMP1247,368620.16,UPI,INV447618,Pending,Low,No,Mumbai,Equipment,No,Yes,Yes
TXN00017,2024-02-08 14:51:00,IT,HDFC Bank,EMP1026,327811.72,Bank Transfer,INV115474,Rejected,High,Yes,Chennai,Salary,No,No,No
TXN00341,2024-11-02 16:33:00,HR,Schneider Electric,EMP1087,338642.07,Bank Transfer,INV786837,Approved,Low,No,Kolkata,Equipment,No,No,Yes
TXN00187,2024-12-16 12:10:00,HR,Biocon,EMP1155,137861.36,Bank Transfer,INV275329,Approved,Low,No,Delhi,Equipment,No,No,No
TXN00852,2024-05-28 19:35:00,Procurement,Wipro Technologies,EMP1025,160717.24,Cheque,INV108890,Rejected,High,Yes,Kolkata,Consulting,Yes,No,Yes
TXN00540,2024-10-21 02:07:00,HR,Dr Reddy Labs,EMP1265,358214.15,Credit Card,INV780715,Pending,Medium,No,Pune,Miscellaneous,No,No,Yes
TXN00117,2024-01-20 09:58:00,Procurement,Axis Bank,EMP1389,354240.41,Bank Transfer,INV105506,Rejected,Low,Yes,Chennai,Infrastructure,No,No,Yes
TXN00979,2024-12-07 00:03:00,HR,Colgate,EMP1076,596717.8,Cash,INV280968,Pending,High,Yes,Hyderabad,Consulting,No,Yes,Yes
TXN00922,2024-11-06 08:50:00,Sales,Pidilite Industries,EMP1161,309251.43,Cheque,INV541474,Pending,High,Yes,Bangalore,Consulting,No,No,No
TXN00404,2024-04-13 06:04:00,HR,Dabur India,EMP1444,310444.38,Credit Card,INV579770,Pending,Low,No,Kolkata,Software,No,No,Yes
TXN00401,2024-07-30 13:19:00,Procurement,Eaton India,EMP1478,370478.11,Bank Transfer,INV297062,Approved,Low,No,Hyderabad,Consulting,No,No,No
TXN00420,2024-10-18 19:01:00,HR,L&T Construction,EMP1170,417743.52,Cheque,INV602381,Rejected,Medium,Yes,Bangalore,Miscellaneous,No,No,Yes
TXN00434,2024-04-16 22:37:00,Procurement,Britannia,EMP1291,394726.75,Bank Transfer,INV347625,Approved,Medium,No,Ahmedabad,Travel,No,No,Yes
TXN00383,2024-08-17 12:00:00,Finance,Aurobindo Pharma,EMP1306,13069.71,Bank Transfer,INV416503,Approved,High,Yes,Chennai,Infrastructure,No,No,Yes
TXN00769,2024-04-07 21:36:00,Finance,Godrej Industries,EMP1417,185078.25,Bank Transfer,INV421876,Approved,Medium,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00007,2024-04-18 18:56:00,Sales,Bajaj Auto,EMP1336,252119.47,Cheque,INV774079,Approved,Low,No,Hyderabad,Software,No,No,Yes
TXN00465,2024-06-21 23:43:00,Procurement,Berger Paints,EMP1062,488047.37,Credit Card,INV244000,Approved,High,Yes,Chennai,Infrastructure,No,Yes,Yes
TXN00987,2024-09-19 01:16:00,Procurement,Cipla Ltd,EMP1017,741439.53,UPI,INV790311,Pending,High,Yes,Ahmedabad,Salary,No,Yes,Yes
TXN00468,2024-08-31 22:08:00,HR,SBI,EMP1328,139120.13,Bank Transfer,INV350875,Rejected,Medium,Yes,Mumbai,Consulting,No,No,Yes
TXN00799,2024-09-19 06:49:00,Procurement,L&T Construction,EMP1036,142530.03,Bank Transfer,INV422066,Rejected,Low,Yes,Delhi,Salary,No,No,Yes
TXN00236,2024-07-24 11:43:00,Finance,3M India,EMP1301,133116.22,Cheque,INV122859,Rejected,Low,Yes,Ahmedabad,Infrastructure,No,No,No
TXN00639,2024-07-16 09:13:00,HR,Aurobindo Pharma,EMP1338,264575.87,Bank Transfer,INV486559,Approved,Low,No,Kolkata,Miscellaneous,No,No,No
TXN00698,2024-03-13 09:54:00,HR,Axis Bank,EMP1309,278274.96,Credit Card,INV390870,Approved,Medium,Yes,Hyderabad,Equipment,No,No,No
TXN00661,2024-09-03 00:48:00,Procurement,Britannia,EMP1438,46200.26,Cheque,INV414815,Approved,Low,No,Hyderabad,Miscellaneous,No,No,Yes
TXN00641,2024-06-07 18:12:00,IT,Marico Ltd,EMP1142,104842.85,UPI,INV567383,Approved,Low,No,Pune,Consulting,No,No,Yes
TXN00584,2024-10-24 18:45:00,IT,Johnson Controls,EMP1120,178416.88,Bank Transfer,INV922911,Pending,Low,Yes,Kolkata,Consulting,No,No,Yes
TXN00405,2024-11-09 23:36:00,IT,Siemens India,EMP1269,322489.94,Credit Card,INV140382,Approved,Low,No,Mumbai,Salary,No,No,Yes
TXN00953,2024-04-24 03:01:00,HR,Dabur India,EMP1190,407604.74,Cash,INV774044,Pending,High,Yes,Bangalore,Infrastructure,No,Yes,Yes
TXN01000,2024-03-18 03:19:00,Procurement,Wipro Technologies,EMP1134,768884.56,Bank Transfer,INV288238,Approved,High,Yes,Delhi,Miscellaneous,No,Yes,Yes
TXN00732,2024-08-10 11:09:00,Procurement,Reliance Industries,EMP1254,94849.2,Bank Transfer,INV284665,Approved,Low,No,Hyderabad,Travel,No,No,Yes
TXN00143,2024-01-20 04:45:00,Sales,Emami Ltd,EMP1266,231209.34,Credit Card,INV640546,Approved,High,Yes,Pune,Salary,No,No,Yes
TXN00077,2024-05-26 07:38:00,Sales,Sun Pharma,EMP1326,99115.33,Bank Transfer,INV892280,Approved,Medium,No,Delhi,Software,No,No,Yes
TXN00571,2024-11-06 15:06:00,Procurement,Jyothy Labs,EMP1156,121185.86,Credit Card,INV119011,Approved,Low,No,Bangalore,Infrastructure,No,No,No
TXN00106,2024-10-19 20:12:00,Sales,Johnson Controls,EMP1244,253176.81,UPI,INV572407,Approved,Medium,No,Delhi,Consulting,No,No,Yes
TXN00531,2024-11-25 01:46:00,Procurement,TCS,EMP1029,430494.08,Bank Transfer,INV730823,Approved,Low,No,Pune,Software,No,No,Yes
TXN00116,2024-07-31 01:25:00,IT,Godrej Industries,EMP1121,196152.23,Bank Transfer,INV335445,Approved,High,Yes,Pune,Infrastructure,No,No,Yes
TXN00176,2024-01-04 13:08:00,HR,Tech Mahindra,EMP1363,79759.68,Bank Transfer,INV578160,Approved,Medium,No,Ahmedabad,Software,No,No,No
TXN00598,2024-08-25 17:26:00,Finance,Emami Ltd,EMP1015,206709.43,Bank Transfer,INV119527,Approved,High,Yes,Delhi,Salary,No,No,Yes
TXN00816,2024-02-26 01:52:00,IT,Tech Mahindra,EMP1406,154548.47,Bank Transfer,INV719221,Approved,High,Yes,Ahmedabad,Miscellaneous,Yes,Yes,Yes
TXN00664,2024-10-16 05:12:00,Procurement,Cipla Ltd,EMP1395,456977.57,Credit Card,INV634363,Approved,Medium,No,Mumbai,Software,No,No,Yes
TXN00723,2024-02-14 03:08:00,IT,ICICI Bank,EMP1022,295347.92,Cheque,INV786141,Pending,Low,No,Delhi,Travel,No,No,Yes
TXN00195,2024-08-25 21:37:00,IT,SBI,EMP1177,498862.85,Bank Transfer,INV409783,Approved,High,Yes,Delhi,Infrastructure,No,No,Yes
TXN00460,2024-06-23 02:53:00,Procurement,Aurobindo Pharma,EMP1332,105544.63,Credit Card,INV502824,Approved,Low,No,Delhi,Software,No,No,Yes
TXN00609,2024-01-12 22:43:00,IT,Schneider Electric,EMP1130,341936.78,Cheque,INV102049,Rejected,Medium,Yes,Mumbai,Infrastructure,No,No,Yes
TXN00090,2024-09-28 09:29:00,IT,Johnson Controls,EMP1221,54093.34,Credit Card,INV994217,Approved,Medium,No,Chennai,Miscellaneous,No,No,Yes
TXN00247,2024-03-30 12:19:00,Sales,Axis Bank,EMP1091,365771.32,Cheque,INV700660,Approved,High,Yes,Mumbai,Salary,No,No,Yes
TXN00762,2024-07-24 10:04:00,Sales,Pidilite Industries,EMP1310,245716.03,Credit Card,INV599352,Approved,Low,No,Ahmedabad,Salary,No,No,No
TXN00929,2024-09-09 10:03:00,IT,Bosch India,EMP1460,859011.42,UPI,INV985066,Pending,High,Yes,Hyderabad,Equipment,No,No,No
TXN00993,2024-03-12 02:42:00,Finance,Reliance Industries,EMP1159,644647.58,Cash,INV940422,Pending,High,Yes,Kolkata,Salary,No,Yes,Yes
TXN00332,2024-06-24 14:38:00,IT,Tech Mahindra,EMP1118,192214.62,Bank Transfer,INV117367,Approved,Medium,No,Kolkata,Infrastructure,No,No,No
TXN00565,2024-03-15 20:15:00,Procurement,Eaton India,EMP1440,396055.71,Bank Transfer,INV415535,Pending,Low,No,Delhi,Salary,No,No,Yes
TXN00475,2024-08-26 14:26:00,HR,Pidilite Industries,EMP1113,443772.44,Credit Card,INV927899,Pending,High,Yes,Bangalore,Consulting,No,No,No
TXN00934,2024-08-15 13:31:00,Sales,Reliance Industries,EMP1443,334704.35,Credit Card,INV867173,Pending,High,Yes,Pune,Infrastructure,No,Yes,No
